"_raw",host,index,source,sourcetype,time
"moid	uuid	instance	samp_int	p_latest_rescpu_actpk15_percent	p_latest_rescpu_actav15_percent	p_latest_rescpu_sampleCount_number	p_latest_rescpu_actpk5_percent	p_latest_rescpu_maxLimited1_percent	p_latest_rescpu_actav1_percent	p_latest_rescpu_runav5_percent	p_latest_rescpu_actpk1_percent	p_latest_rescpu_runpk15_percent	p_latest_rescpu_runav1_percent	p_latest_rescpu_runpk5_percent	p_latest_rescpu_runpk1_percent	p_latest_rescpu_maxLimited15_percent	p_latest_rescpu_maxLimited5_percent	p_latest_rescpu_runav15_percent	p_latest_rescpu_actav5_percent	p_latest_rescpu_samplePeriod_millisecond
vm-16	5010d5e0-116d-cc1b-93ad-c1926428df1d	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-100	500a4e46-2c56-868c-52d3-a0787c97d576	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-102	500a545b-eedc-a757-44c3-f4ab77e041d5	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-104	500ae759-b26f-4ede-74a2-e9321e20a359	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-106	500a0cec-1025-f432-77a5-7094b548605d	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-108	500a1fde-2115-724f-ed15-7ff91acaa2e8	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-20	50106d22-1d13-6701-5b52-52a65a18bef9	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-18	50105786-5b68-04c5-2059-49343d3c73f5	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-19	5010f840-9726-0ab8-525d-fc7142fdde17	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-98	500a4f89-d278-ca6f-d364-db96f8f75119	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-96	500a50a3-6db3-7803-3fdd-1f925126dae6	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-94	500a78b4-7ced-c9ba-e39d-1f8160289a41	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-110	500a560d-556f-64b7-5f30-43fffd2fd75f	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000","sv3-app-vctr60.sv.splunk.com","vmware-perf","VMPerf:VirtualMachine","vmware:perf:rescpu","2016-06-20 03:35:20.000000 PDT"
"moid	uuid	instance	samp_int	p_latest_rescpu_actpk15_percent	p_latest_rescpu_actav15_percent	p_latest_rescpu_sampleCount_number	p_latest_rescpu_actpk5_percent	p_latest_rescpu_maxLimited1_percent	p_latest_rescpu_actav1_percent	p_latest_rescpu_runav5_percent	p_latest_rescpu_actpk1_percent	p_latest_rescpu_runpk15_percent	p_latest_rescpu_runav1_percent	p_latest_rescpu_runpk5_percent	p_latest_rescpu_runpk1_percent	p_latest_rescpu_maxLimited15_percent	p_latest_rescpu_maxLimited5_percent	p_latest_rescpu_runav15_percent	p_latest_rescpu_actav5_percent	p_latest_rescpu_samplePeriod_millisecond
vm-16	5010d5e0-116d-cc1b-93ad-c1926428df1d	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-100	500a4e46-2c56-868c-52d3-a0787c97d576	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
vm-102	500a545b-eedc-a757-44c3-f4ab77e041d5	aggregated	20	0.0	0.0	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000
